"","x"
"2499",900
"2500",950
"2501",0
"2502",50
"2503",100
"2504",150
"2505",200
"2506",250
"2507",300
"2508",350
"2509",400
"2510",450
"2511",500
"2512",550
"2513",600
"2514",650
"2515",700
"2516",750
"2517",800
"2518",850
"2519",900
"2520",950
"2521",0
"2522",50
"2523",100
"2524",150
"2525",200
"2526",250
"2527",300
"2528",350
"2529",400
"2530",450
"2531",500
"2532",550
"2533",600
"2534",650
"2535",700
"2536",750
"2537",800
"2538",850
"2539",900
"2540",950
"2541",0
"2542",50
"2543",100
"2544",150
"2545",200
"2546",250
"2547",300
"2548",350
"2549",400
"2550",450
"2551",500
"2552",550
"2553",600
"2554",650
"2555",700
"2556",750
"2557",800
"2558",850
"2559",900
"2560",950
"2561",0
"2562",50
"2563",100
"2564",150
"2565",200
"2566",250
"2567",300
"2568",350
"2569",400
"2570",450
"2571",500
"2572",550
"2573",600
"2574",650
"2575",700
"2576",750
"2577",800
"2578",850
"2579",900
"2580",950
"2581",0
"2582",50
"2583",100
"2584",150
"2585",200
"2586",250
"2587",300
"2588",350
"2589",400
"2590",450
"2591",500
"2592",550
"2593",600
"2594",650
"2595",700
"2596",750
"2597",800
"2598",850
"2599",900
"2600",950
"2601",0
"2602",50
"2603",100
"2604",150
"2605",200
"2606",250
"2607",300
"2608",350
"2609",400
"2610",450
"2611",500
"2612",550
"2613",600
"2614",650
"2615",700
"2616",750
"2617",800
"2618",850
"2619",900
"2620",950
"2621",0
"2622",50
"2623",100
"2624",150
"2625",200
"2626",250
"2627",300
"2628",350
"2629",400
"2630",450
"2631",500
"2632",550
"2633",600
"2634",650
"2635",700
"2636",750
"2637",800
"2638",850
"2639",900
"2640",950
"2641",0
"2642",50
"2643",100
"2644",150
"2645",200
"2646",250
"2647",300
"2648",350
"2649",400
"2650",450
"2651",500
"2652",550
"2653",600
"2654",650
"2655",700
"2656",750
"2657",800
"2658",850
"2659",900
"2660",950
"2661",0
"2662",50
"2663",100
"2664",150
"2665",200
"2666",250
"2667",300
"2668",350
"2669",400
"2670",450
"2671",500
"2672",550
"2673",600
"2674",650
"2675",700
"2676",750
"2677",800
"2678",850
"2679",900
"2680",950
"2681",0
"2682",50
"2683",100
"2684",150
"2685",200
"2686",250
"2687",300
"2688",350
"2689",400
"2690",450
"2691",500
"2692",550
"2693",600
"2694",650
"2695",700
"2696",750
"2697",800
"2698",850
"2699",900
"2700",950
"2701",0
"2702",50
"2703",100
"2704",150
"2705",200
"2706",250
"2707",300
"2708",350
"2709",400
"2710",450
"2711",500
"2712",550
"2713",600
"2714",650
"2715",700
"2716",750
"2717",800
"2718",850
"2719",900
"2720",950
"2721",0
"2722",50
"2723",100
"2724",150
"2725",200
"2726",250
"2727",300
"2728",350
"2729",400
"2730",450
"2731",500
"2732",550
"2733",600
"2734",650
"2735",700
"2736",750
"2737",800
"2738",850
"2739",900
"2740",950
"2741",0
"2742",50
"2743",100
"2744",150
"2745",200
"2746",250
"2747",300
"2748",350
"2749",400
"2750",450
"2751",500
"2752",550
"2753",600
"2754",650
"2755",700
"2756",750
"2757",800
"2758",850
"2759",900
"2760",950
"2761",0
"2762",50
"2763",100
"2764",150
"2765",200
"2766",250
"2767",300
"2768",350
"2769",400
"2770",450
"2771",500
"2772",550
"2773",600
"2774",650
"2775",700
"2776",750
"2777",800
"2778",850
"2779",900
"2780",950
"2781",0
"2782",50
"2783",100
"2784",150
"2785",200
"2786",250
"2787",300
"2788",350
"2789",400
"2790",450
"2791",500
"2792",550
"2793",600
"2794",650
"2795",700
"2796",750
"2797",800
"2798",850
"2799",900
"2800",950
"2801",0
"2802",50
"2803",100
"2804",150
"2805",200
"2806",250
"2807",300
"2808",350
"2809",400
"2810",450
"2811",500
"2812",550
"2813",600
"2814",650
"2815",700
"2816",750
"2817",800
"2818",850
"2819",900
"2820",950
"2821",0
"2822",50
"2823",100
"2824",150
"2825",200
"2826",250
"2827",300
"2828",350
"2829",400
"2830",450
"2831",500
"2832",550
"2833",600
"2834",650
"2835",700
"2836",750
"2837",800
"2838",850
"2839",900
"2840",950
"2841",0
"2842",50
"2843",100
"2844",150
"2845",200
"2846",250
"2847",300
"2848",350
"2849",400
"2850",450
"2851",500
"2852",550
"2853",600
"2854",650
"2855",700
"2856",750
"2857",800
"2858",850
"2859",900
"2860",950
"2861",0
"2862",50
"2863",100
"2864",150
"2865",200
"2866",250
"2867",300
"2868",350
"2869",400
"2870",450
"2871",500
"2872",550
"2873",600
"2874",650
"2875",700
"2876",750
"2877",800
"2878",850
"2879",900
"2880",950
"2881",0
"2882",50
"2883",100
"2884",150
"2885",200
"2886",250
"2887",300
"2888",350
"2889",400
"2890",450
"2891",500
"2892",550
"2893",600
"2894",650
"2895",700
"2896",750
"2897",800
"2898",850
"2899",900
"2900",950
"2901",0
"2902",50
"2903",100
"2904",150
"2905",200
"2906",250
"2907",300
"2908",350
"2909",400
"2910",450
"2911",500
"2912",550
"2913",600
"2914",650
"2915",700
"2916",750
"2917",800
"2918",850
"2919",900
"2920",950
"2921",0
"2922",50
"2923",100
"2924",150
"2925",200
"2926",250
"2927",300
"2928",350
"2929",400
"2930",450
"2931",500
"2932",550
"2933",600
"2934",650
"2935",700
"2936",750
"2937",800
"2938",850
"2939",900
"2940",950
"2941",0
"2942",50
"2943",100
"2944",150
"2945",200
"2946",250
"2947",300
"2948",350
"2949",400
"2950",450
"2951",500
"2952",550
"2953",600
"2954",650
"2955",700
"2956",750
"2957",800
"2958",850
"2959",900
"2960",950
"2961",0
"2962",50
"2963",100
"2964",150
"2965",200
"2966",250
"2967",300
"2968",350
"2969",400
"2970",450
"2971",500
"2972",550
"2973",600
"2974",650
"2975",700
"2976",750
"2977",800
"2978",850
"2979",900
"2980",950
"2981",0
"2982",50
"2983",100
"2984",150
"2985",200
"2986",250
"2987",300
"2988",350
"2989",400
"2990",450
"2991",500
"2992",550
"2993",600
"2994",650
"2995",700
"2996",750
"2997",800
"2998",850
"2999",900
"3000",950
"3001",0
"3002",50
"3003",100
"3004",150
"3005",200
"3006",250
"3007",300
"3008",350
"3009",400
"3010",450
"3011",500
"3012",550
"3013",600
"3014",650
"3015",700
"3016",750
"3017",800
"3018",850
"3019",900
"3020",950
"3021",0
"3022",50
"3023",100
"3024",150
"3025",200
"3026",250
"3027",300
"3028",350
"3029",400
"3030",450
"3031",500
"3032",550
"3033",600
"3034",650
"3035",700
"3036",750
"3037",800
"3038",850
"3039",900
"3040",950
"3041",0
"3042",50
"3043",100
"3044",150
"3045",200
"3046",250
"3047",300
"3048",350
"3049",400
"3050",450
"3051",500
"3052",550
"3053",600
"3054",650
"3055",700
"3056",750
"3057",800
"3058",850
"3059",900
"3060",950
"3061",0
"3062",50
"3063",100
"3064",150
"3065",200
"3066",250
"3067",300
"3068",350
"3069",400
"3070",450
"3071",500
"3072",550
"3073",600
"3074",650
"3075",700
"3076",750
"3077",800
"3078",850
"3079",900
"3080",950
"3081",0
"3082",50
"3083",100
"3084",150
"3085",200
"3086",250
"3087",300
"3088",350
"3089",400
"3090",450
"3091",500
"3092",550
"3093",600
"3094",650
"3095",700
"3096",750
"3097",800
"3098",850
"3099",900
"3100",950
"3101",0
"3102",50
"3103",100
"3104",150
"3105",200
"3106",250
"3107",300
"3108",350
"3109",400
"3110",450
"3111",500
"3112",550
"3113",600
"3114",650
"3115",700
"3116",750
"3117",800
"3118",850
"3119",900
"3120",950
"3121",0
"3122",50
"3123",100
"3124",150
"3125",200
"3126",250
"3127",300
"3128",350
"3129",400
"3130",450
"3131",500
"3132",550
"3133",600
"3134",650
"3135",700
"3136",750
"3137",800
"3138",850
"3139",900
"3140",950
"3141",0
"3142",50
"3143",100
"3144",150
"3145",200
"3146",250
"3147",300
"3148",350
"3149",400
"3150",450
"3151",500
"3152",550
"3153",600
"3154",650
"3155",700
"3156",750
"3157",800
"3158",850
"3159",900
"3160",950
"3161",0
"3162",50
"3163",100
"3164",150
"3165",200
"3166",250
"3167",300
"3168",350
"3169",400
"3170",450
"3171",500
"3172",550
"3173",600
"3174",650
"3175",700
"3176",750
"3177",800
"3178",850
"3179",900
"3180",950
"3181",0
"3182",50
"3183",100
"3184",150
"3185",200
"3186",250
"3187",300
"3188",350
"3189",400
"3190",450
"3191",500
"3192",550
"3193",600
"3194",650
"3195",700
"3196",750
"3197",800
"3198",850
"3199",900
"3200",950
"3201",0
"3202",50
"3203",100
"3204",150
"3205",200
"3206",250
"3207",300
"3208",350
"3209",400
"3210",450
"3211",500
"3212",550
"3213",600
"3214",650
"3215",700
"3216",750
"3217",800
"3218",850
"3219",900
"3220",950
"3221",0
"3222",50
"3223",100
"3224",150
"3225",200
"3226",250
"3227",300
"3228",350
"3229",400
"3230",450
"3231",500
"3232",550
"3233",600
"3234",650
"3235",700
"3236",750
"3237",800
"3238",850
"3239",900
"3240",950
"3241",0
"3242",50
"3243",100
"3244",150
"3245",200
"3246",250
"3247",300
"3248",350
"3249",400
"3250",450
"3251",500
"3252",550
"3253",600
"3254",650
"3255",700
"3256",750
"3257",800
"3258",850
"3259",900
"3260",950
"3261",0
"3262",50
"3263",100
"3264",150
"3265",200
"3266",250
"3267",300
"3268",350
"3269",400
"3270",450
"3271",500
"3272",550
"3273",600
"3274",650
"3275",700
"3276",750
"3277",800
"3278",850
"3279",900
"3280",950
"3281",0
"3282",50
"3283",100
"3284",150
"3285",200
"3286",250
"3287",300
"3288",350
"3289",400
"3290",450
"3291",500
"3292",550
"3293",600
"3294",650
"3295",700
"3296",750
"3297",800
"3298",850
"3299",900
"3300",950
"3301",0
"3302",50
"3303",100
"3304",150
"3305",200
"3306",250
"3307",300
"3308",350
"3309",400
"3310",450
"3311",500
"3312",550
"3313",600
"3314",650
"3315",700
"3316",750
"3317",800
"3318",850
"3319",900
"3320",950
"3321",0
"3322",50
"3323",100
"3324",150
"3325",200
"3326",250
"3327",300
"3328",350
"3329",400
"3330",450
"3331",500
"3332",550
"3333",600
"3334",650
"3335",700
"3336",750
"3337",800
"3338",850
"3339",900
"3340",950
"3341",0
"3342",50
"3343",100
"3344",150
"3345",200
"3346",250
"3347",300
"3348",350
"3349",400
"3350",450
"3351",500
"3352",550
"3353",600
"3354",650
"3355",700
"3356",750
"3357",800
"3358",850
"3359",900
"3360",950
"3361",0
"3362",50
"3363",100
"3364",150
"3365",200
"3366",250
"3367",300
"3368",350
"3369",400
"3370",450
"3371",500
"3372",550
"3373",600
"3374",650
"3375",700
"3376",750
"3377",800
"3378",850
"3379",900
"3380",950
"3381",0
"3382",50
"3383",100
"3384",150
"3385",200
"3386",250
"3387",300
"3388",350
"3389",400
"3390",450
"3391",500
"3392",550
"3393",600
"3394",650
"3395",700
"3396",750
"3397",800
"3398",850
"3399",900
"3400",950
"3401",0
"3402",50
"3403",100
"3404",150
"3405",200
"3406",250
"3407",300
"3408",350
"3409",400
"3410",450
"3411",500
"3412",550
"3413",600
"3414",650
"3415",700
"3416",750
"3417",800
"3418",850
"3419",900
"3420",950
"3421",0
"3422",50
"3423",100
"3424",150
"3425",200
"3426",250
"3427",300
"3428",350
"3429",400
"3430",450
"3431",500
"3432",550
"3433",600
"3434",650
"3435",700
"3436",750
"3437",800
"3438",850
"3439",900
"3440",950
"3441",0
"3442",50
"3443",100
"3444",150
"3445",200
"3446",250
"3447",300
"3448",350
"3449",400
"3450",450
"3451",500
"3452",550
"3453",600
"3454",650
"3455",700
"3456",750
"3457",800
"3458",850
"3459",900
"3460",950
"3461",0
"3462",50
"3463",100
"3464",150
"3465",200
"3466",250
"3467",300
"3468",350
"3469",400
"3470",450
"3471",500
"3472",550
"3473",600
"3474",650
"3475",700
"3476",750
"3477",800
"3478",850
"3479",900
"3480",950
"3481",0
"3482",50
"3483",100
"3484",150
"3485",200
"3486",250
"3487",300
"3488",350
"3489",400
"3490",450
"3491",500
"3492",550
"3493",600
"3494",650
"3495",700
"3496",750
"3497",800
"3498",850
"3499",900
"3500",950
"3501",0
"3502",50
"3503",100
"3504",150
"3505",200
"3506",250
"3507",300
"3508",350
"3509",400
"3510",450
"3511",500
"3512",550
"3513",600
"3514",650
"3515",700
"3516",750
"3517",800
"3518",850
"3519",900
"3520",950
"3521",0
"3522",50
"3523",100
"3524",150
"3525",200
"3526",250
"3527",300
"3528",350
"3529",400
"3530",450
"3531",500
"3532",550
"3533",600
"3534",650
"3535",700
"3536",750
"3537",800
"3538",850
"3539",900
"3540",950
"3541",0
"3542",50
"3543",100
"3544",150
"3545",200
"3546",250
"3547",300
"3548",350
"3549",400
"3550",450
"3551",500
"3552",550
"3553",600
"3554",650
"3555",700
"3556",750
"3557",800
"3558",850
"3559",900
"3560",950
"3561",0
"3562",50
"3563",100
"3564",150
"3565",200
"3566",250
"3567",300
"3568",350
"3569",400
"3570",450
"3571",500
"3572",550
"3573",600
"3574",650
"3575",700
"3576",750
"3577",800
"3578",850
"3579",900
"3580",950
"3581",0
"3582",50
"3583",100
"3584",150
"3585",200
"3586",250
"3587",300
"3588",350
"3589",400
"3590",450
"3591",500
"3592",550
"3593",600
"3594",650
"3595",700
"3596",750
"3597",800
"3598",850
"3599",900
"3600",950
"3601",0
"3602",50
"3603",100
"3604",150
"3605",200
"3606",250
"3607",300
"3608",350
"3609",400
"3610",450
"3611",500
"3612",550
"3613",600
"3614",650
"3615",700
"3616",750
"3617",800
"3618",850
"3619",900
"3620",950
"3621",0
"3622",50
"3623",100
"3624",150
"3625",200
"3626",250
"3627",300
"3628",350
"3629",400
"3630",450
"3631",500
"3632",550
"3633",600
"3634",650
"3635",700
"3636",750
"3637",800
"3638",850
"3639",900
"3640",950
"3641",0
"3642",50
"3643",100
"3644",150
"3645",200
"3646",250
"3647",300
"3648",350
"3649",400
"3650",450
"3651",500
"3652",550
"3653",600
"3654",650
"3655",700
"3656",750
"3657",800
"3658",850
"3659",900
"3660",950
"3661",0
"3662",50
"3663",100
"3664",150
"3665",200
"3666",250
"3667",300
"3668",350
"3669",400
"3670",450
"3671",500
"3672",550
"3673",600
"3674",650
"3675",700
"3676",750
"3677",800
"3678",850
"3679",900
"3680",950
"3681",0
"3682",50
"3683",100
"3684",150
"3685",200
"3686",250
"3687",300
"3688",350
"3689",400
"3690",450
"3691",500
"3692",550
"3693",600
"3694",650
"3695",700
"3696",750
"3697",800
"3698",850
"3699",900
"3700",950
"3701",0
"3702",50
"3703",100
"3704",150
"3705",200
"3706",250
"3707",300
"3708",350
"3709",400
"3710",450
"3711",500
"3712",550
"3713",600
"3714",650
"3715",700
"3716",750
"3717",800
"3718",850
"3719",900
"3720",950
"3721",0
"3722",50
"3723",100
"3724",150
"3725",200
"3726",250
"3727",300
"3728",350
"3729",400
"3730",450
"3731",500
"3732",550
"3733",600
"3734",650
"3735",700
"3736",750
"3737",800
"3738",850
"3739",900
"3740",950
"3741",0
"3742",50
"3743",100
"3744",150
"3745",200
"3746",250
"3747",300
"3748",350
"3749",400
"3750",450
"3751",500
"3752",550
"3753",600
"3754",650
"3755",700
"3756",750
"3757",800
"3758",850
"3759",900
"3760",950
"3761",0
"3762",50
"3763",100
"3764",150
"3765",200
"3766",250
"3767",300
"3768",350
"3769",400
"3770",450
"3771",500
"3772",550
"3773",600
"3774",650
"3775",700
"3776",750
"3777",800
"3778",850
"3779",900
"3780",950
"3781",0
"3782",50
"3783",100
"3784",150
"3785",200
"3786",250
"3787",300
"3788",350
"3789",400
"3790",450
"3791",500
"3792",550
"3793",600
"3794",650
"3795",700
"3796",750
"3797",800
"3798",850
"3799",900
"3800",950
"3801",0
"3802",50
"3803",100
"3804",150
"3805",200
"3806",250
"3807",300
"3808",350
"3809",400
"3810",450
"3811",500
"3812",550
"3813",600
"3814",650
"3815",700
"3816",750
"3817",800
"3818",850
"3819",900
"3820",950
"3821",0
"3822",50
"3823",100
"3824",150
"3825",200
"3826",250
"3827",300
"3828",350
"3829",400
"3830",450
"3831",500
"3832",550
"3833",600
"3834",650
"3835",700
"3836",750
"3837",800
"3838",850
"3839",900
"3840",950
"3841",0
"3842",50
"3843",100
"3844",150
"3845",200
"3846",250
"3847",300
"3848",350
"3849",400
"3850",450
"3851",500
"3852",550
"3853",600
"3854",650
"3855",700
"3856",750
"3857",800
"3858",850
"3859",900
"3860",950
"3861",0
"3862",50
"3863",100
"3864",150
"3865",200
"3866",250
"3867",300
"3868",350
"3869",400
"3870",450
"3871",500
"3872",550
"3873",600
"3874",650
"3875",700
"3876",750
"3877",800
"3878",850
"3879",900
"3880",950
"3881",0
"3882",50
"3883",100
"3884",150
"3885",200
"3886",250
"3887",300
"3888",350
"3889",400
"3890",450
"3891",500
"3892",550
"3893",600
"3894",650
"3895",700
"3896",750
"3897",800
"3898",850
"3899",900
"3900",950
"3901",0
"3902",50
"3903",100
"3904",150
"3905",200
"3906",250
"3907",300
"3908",350
"3909",400
"3910",450
"3911",500
"3912",550
"3913",600
"3914",650
"3915",700
"3916",750
"3917",800
"3918",850
"3919",900
"3920",950
"3921",0
"3922",50
"3923",100
"3924",150
"3925",200
"3926",250
"3927",300
"3928",350
"3929",400
"3930",450
"3931",500
"3932",550
"3933",600
"3934",650
"3935",700
"3936",750
"3937",800
"3938",850
"3939",900
"3940",950
"3941",0
"3942",50
"3943",100
"3944",150
"3945",200
"3946",250
"3947",300
"3948",350
"3949",400
"3950",450
"3951",500
"3952",550
"3953",600
"3954",650
"3955",700
"3956",750
"3957",800
"3958",850
"3959",900
"3960",950
"3961",0
"3962",50
"3963",100
"3964",150
"3965",200
"3966",250
"3967",300
"3968",350
"3969",400
"3970",450
"3971",500
"3972",550
"3973",600
"3974",650
"3975",700
"3976",750
"3977",800
"3978",850
"3979",900
"3980",950
"3981",0
"3982",50
"3983",100
"3984",150
"3985",200
"3986",250
"3987",300
"3988",350
"3989",400
"3990",450
"3991",500
"3992",550
"3993",600
"3994",650
"3995",700
"3996",750
"3997",800
"3998",850
"3999",900
"4000",950
"4001",0
"4002",50
"4003",100
"4004",150
"4005",200
"4006",250
"4007",300
"4008",350
"4009",400
"4010",450
"4011",500
"4012",550
"4013",600
"4014",650
"4015",700
"4016",750
"4017",800
"4018",850
"4019",900
"4020",950
"4021",0
"4022",50
"4023",100
"4024",150
"4025",200
"4026",250
"4027",300
"4028",350
"4029",400
"4030",450
"4031",500
"4032",550
"4033",600
"4034",650
"4035",700
"4036",750
"4037",800
"4038",850
"4039",900
"4040",950
"4041",0
"4042",50
"4043",100
"4044",150
"4045",200
"4046",250
"4047",300
"4048",350
"4049",400
"4050",450
"4051",500
"4052",550
"4053",600
"4054",650
"4055",700
"4056",750
"4057",800
"4058",850
"4059",900
"4060",950
"4061",0
"4062",50
"4063",100
"4064",150
"4065",200
"4066",250
"4067",300
"4068",350
"4069",400
"4070",450
"4071",500
"4072",550
"4073",600
"4074",650
"4075",700
"4076",750
"4077",800
"4078",850
"4079",900
"4080",950
"4081",0
"4082",50
"4083",100
"4084",150
"4085",200
"4086",250
"4087",300
"4088",350
"4089",400
"4090",450
"4091",500
"4092",550
"4093",600
"4094",650
"4095",700
"4096",750
"4097",800
"4098",850
"4099",900
"4100",950
"4101",0
"4102",50
"4103",100
"4104",150
"4105",200
"4106",250
"4107",300
"4108",350
"4109",400
"4110",450
"4111",500
"4112",550
"4113",600
"4114",650
"4115",700
"4116",750
"4117",800
"4118",850
"4119",900
"4120",950
"4121",0
"4122",50
"4123",100
"4124",150
"4125",200
"4126",250
"4127",300
"4128",350
"4129",400
"4130",450
"4131",500
"4132",550
"4133",600
"4134",650
"4135",700
"4136",750
"4137",800
"4138",850
"4139",900
"4140",950
"4141",0
"4142",50
"4143",100
"4144",150
"4145",200
"4146",250
"4147",300
"4148",350
"4149",400
"4150",450
"4151",500
"4152",550
"4153",600
"4154",650
"4155",700
"4156",750
"4157",800
"4158",850
"4159",900
"4160",950
"4161",0
"4162",50
"4163",100
"4164",150
"4165",200
"4166",250
"4167",300
"4168",350
"4169",400
"4170",450
"4171",500
"4172",550
"4173",600
"4174",650
"4175",700
"4176",750
"4177",800
"4178",850
"4179",900
"4180",950
"4181",0
"4182",50
"4183",100
"4184",150
"4185",200
"4186",250
"4187",300
"4188",350
"4189",400
"4190",450
"4191",500
"4192",550
"4193",600
"4194",650
"4195",700
"4196",750
"4197",800
"4198",850
"4199",900
"4200",950
"4201",0
"4202",50
"4203",100
"4204",150
"4205",200
"4206",250
"4207",300
"4208",350
"4209",400
"4210",450
"4211",500
"4212",550
"4213",600
"4214",650
"4215",700
"4216",750
"4217",800
"4218",850
"4219",900
"4220",950
"4221",0
"4222",50
"4223",100
"4224",150
"4225",200
"4226",250
"4227",300
"4228",350
"4229",400
"4230",450
"4231",500
"4232",550
"4233",600
"4234",650
"4235",700
"4236",750
"4237",800
"4238",850
"4239",900
"4240",950
"4241",0
"4242",50
"4243",100
"4244",150
"4245",200
"4246",250
"4247",300
"4248",350
"4249",400
"4250",450
"4251",500
"4252",550
"4253",600
"4254",650
"4255",700
"4256",750
"4257",800
"4258",850
"4259",900
"4260",950
"4261",0
"4262",50
"4263",100
"4264",150
"4265",200
"4266",250
"4267",300
"4268",350
"4269",400
"4270",450
"4271",500
"4272",550
"4273",600
"4274",650
"4275",700
"4276",750
"4277",800
"4278",850
"4279",900
"4280",950
"4281",0
"4282",50
"4283",100
"4284",150
"4285",200
"4286",250
"4287",300
"4288",350
"4289",400
"4290",450
"4291",500
"4292",550
"4293",600
"4294",650
"4295",700
"4296",750
"4297",800
"4298",850
"4299",900
"4300",950
"4301",0
"4302",50
"4303",100
"4304",150
"4305",200
"4306",250
"4307",300
"4308",350
"4309",400
"4310",450
"4311",500
"4312",550
"4313",600
"4314",650
"4315",700
"4316",750
"4317",800
"4318",850
"4319",900
"4320",950
"4321",0
"4322",50
"4323",100
"4324",150
"4325",200
"4326",250
"4327",300
"4328",350
"4329",400
"4330",450
"4331",500
"4332",550
"4333",600
"4334",650
"4335",700
"4336",750
"4337",800
"4338",850
"4339",900
"4340",950
"4341",0
"4342",50
"4343",100
"4344",150
"4345",200
"4346",250
"4347",300
"4348",350
"4349",400
"4350",450
"4351",500
"4352",550
"4353",600
"4354",650
"4355",700
"4356",750
"4357",800
"4358",850
"4359",900
"4360",950
"4361",0
"4362",50
"4363",100
"4364",150
"4365",200
"4366",250
"4367",300
"4368",350
"4369",400
"4370",450
"4371",500
"4372",550
"4373",600
"4374",650
"4375",700
"4376",750
"4377",800
"4378",850
"4379",900
"4380",950
"4381",0
"4382",50
"4383",100
"4384",150
"4385",200
"4386",250
"4387",300
"4388",350
"4389",400
"4390",450
"4391",500
"4392",550
"4393",600
"4394",650
"4395",700
"4396",750
"4397",800
"4398",850
"4399",900
"4400",950
"4401",0
"4402",50
"4403",100
"4404",150
"4405",200
"4406",250
"4407",300
"4408",350
"4409",400
"4410",450
"4411",500
"4412",550
"4413",600
"4414",650
"4415",700
"4416",750
"4417",800
"4418",850
"4419",900
"4420",950
"4421",0
"4422",50
"4423",100
"4424",150
"4425",200
"4426",250
"4427",300
"4428",350
"4429",400
"4430",450
"4431",500
"4432",550
"4433",600
"4434",650
"4435",700
"4436",750
"4437",800
"4438",850
"4439",900
"4440",950
"4441",0
"4442",50
"4443",100
"4444",150
"4445",200
"4446",250
"4447",300
"4448",350
"4449",400
"4450",450
"4451",500
"4452",550
"4453",600
"4454",650
"4455",700
"4456",750
"4457",800
"4458",850
"4459",900
"4460",950
"4461",0
"4462",50
"4463",100
"4464",150
"4465",200
"4466",250
"4467",300
"4468",350
"4469",400
"4470",450
"4471",500
"4472",550
"4473",600
"4474",650
"4475",700
"4476",750
"4477",800
"4478",850
"4479",900
"4480",950
"4481",0
"4482",50
"4483",100
"4484",150
"4485",200
"4486",250
"4487",300
"4488",350
"4489",400
"4490",450
"4491",500
"4492",550
"4493",600
"4494",650
"4495",700
"4496",750
"4497",800
"4498",850
"4499",900
"4500",950
"4501",0
"4502",50
"4503",100
"4504",150
"4505",200
"4506",250
"4507",300
"4508",350
"4509",400
"4510",450
"4511",500
"4512",550
"4513",600
"4514",650
"4515",700
"4516",750
"4517",800
"4518",850
"4519",900
"4520",950
"4521",0
"4522",50
"4523",100
"4524",150
"4525",200
"4526",250
"4527",300
"4528",350
"4529",400
"4530",450
"4531",500
"4532",550
"4533",600
"4534",650
"4535",700
"4536",750
"4537",800
"4538",850
"4539",900
"4540",950
"4541",0
"4542",50
"4543",100
"4544",150
"4545",200
"4546",250
"4547",300
"4548",350
"4549",400
"4550",450
"4551",500
"4552",550
"4553",600
"4554",650
"4555",700
"4556",750
"4557",800
"4558",850
"4559",900
"4560",950
"4561",0
"4562",50
"4563",100
"4564",150
"4565",200
"4566",250
"4567",300
"4568",350
"4569",400
"4570",450
"4571",500
"4572",550
"4573",600
"4574",650
"4575",700
"4576",750
"4577",800
"4578",850
"4579",900
"4580",950
"4581",0
"4582",50
"4583",100
"4584",150
"4585",200
"4586",250
"4587",300
"4588",350
"4589",400
"4590",450
"4591",500
"4592",550
"4593",600
"4594",650
"4595",700
"4596",750
"4597",800
"4598",850
"4599",900
"4600",950
"4601",0
"4602",50
"4603",100
"4604",150
"4605",200
"4606",250
"4607",300
"4608",350
"4609",400
"4610",450
"4611",500
"4612",550
"4613",600
"4614",650
"4615",700
"4616",750
"4617",800
"4618",850
"4619",900
"4620",950
"4621",0
"4622",50
"4623",100
"4624",150
"4625",200
"4626",250
"4627",300
"4628",350
"4629",400
"4630",450
"4631",500
"4632",550
"4633",600
"4634",650
"4635",700
"4636",750
"4637",800
"4638",850
"4639",900
"4640",950
"4641",0
"4642",50
"4643",100
"4644",150
"4645",200
"4646",250
"4647",300
"4648",350
"4649",400
"4650",450
"4651",500
"4652",550
"4653",600
"4654",650
"4655",700
"4656",750
"4657",800
"4658",850
"4659",900
"4660",950
"4661",0
"4662",50
"4663",100
"4664",150
"4665",200
"4666",250
"4667",300
"4668",350
"4669",400
"4670",450
"4671",500
"4672",550
"4673",600
"4674",650
"4675",700
"4676",750
"4677",800
"4678",850
"4679",900
"4680",950
"4681",0
"4682",50
"4683",100
"4684",150
"4685",200
"4686",250
"4687",300
"4688",350
"4689",400
"4690",450
"4691",500
"4692",550
"4693",600
"4694",650
"4695",700
"4696",750
"4697",800
"4698",850
"4699",900
"4700",950
"4701",0
"4702",50
"4703",100
"4704",150
"4705",200
"4706",250
"4707",300
"4708",350
"4709",400
"4710",450
"4711",500
"4712",550
"4713",600
"4714",650
"4715",700
"4716",750
"4717",800
"4718",850
"4719",900
"4720",950
"4721",0
"4722",50
"4723",100
"4724",150
"4725",200
"4726",250
"4727",300
"4728",350
"4729",400
"4730",450
"4731",500
"4732",550
"4733",600
"4734",650
"4735",700
"4736",750
"4737",800
"4738",850
"4739",900
"4740",950
"4741",0
"4742",50
"4743",100
"4744",150
"4745",200
"4746",250
"4747",300
"4748",350
"4749",400
"4750",450
"4751",500
"4752",550
"4753",600
"4754",650
"4755",700
"4756",750
"4757",800
"4758",850
"4759",900
"4760",950
"4761",0
"4762",50
"4763",100
"4764",150
"4765",200
"4766",250
"4767",300
"4768",350
"4769",400
"4770",450
"4771",500
"4772",550
"4773",600
"4774",650
"4775",700
"4776",750
"4777",800
"4778",850
"4779",900
"4780",950
"4781",0
"4782",50
"4783",100
"4784",150
"4785",200
"4786",250
"4787",300
"4788",350
"4789",400
"4790",450
"4791",500
"4792",550
"4793",600
"4794",650
"4795",700
"4796",750
"4797",800
"4798",850
"4799",900
"4800",950
"4801",0
"4802",50
"4803",100
"4804",150
"4805",200
"4806",250
"4807",300
"4808",350
"4809",400
"4810",450
"4811",500
"4812",550
"4813",600
"4814",650
"4815",700
"4816",750
"4817",800
"4818",850
"4819",900
"4820",950
"4821",0
"4822",50
"4823",100
"4824",150
"4825",200
"4826",250
"4827",300
"4828",350
"4829",400
"4830",450
